raw,human_rate
"No es lo que parece... A pesar de su nombre Long Range éste dispositivo no es apto para cubrir una superficie con obstáculos. Instalado en el living de mi casa no lograba una buena señal apenas pasando una pared.  Según me explicaron, estos dispositivos son buenos para manejar gran cantidad de conexiones como puede darse en restaurantes u hoteles pero sin obstáculos.  No es apto para el uso doméstico si se pretende llegar a todos los ambientes.",m
"Bueno No es de los peores pero no se compara con uno de primera marca.   Se parece mas a uno de 1,5mm2 que a uno de 2,5mm. Parece que tuviese unos 1,8mm2- Por otro lado el forro del cable es algo duro. Al salir la mitad que uno de primera linea, es una opción viable..",n
Bueno recomendable Me resultò bueno a veces marca error pero tomamos 2 veces y anda bien,b
"bueno. Se lo ve lindo, pero cuando lo usas no se para adentro.",n
De muy baja calidad Los zapatos le duraron media hora y se quebraron al medio!! No obstante el plastico es peligoso por se desgrana al romperse... no me sirvio para nada.,m
Perfecto Todo muy bien. Me quedó bien el talle. Buena calidad.,b
Buenos Hasta ahí nomas Buena la tela y la confección pero muuuuy pobre el relleno,n
"Organizado, pero no bonito Si, te organiza los productos de limpieza. Pero No es tan práctico como parece, los soportes están tan juntos que tenés que poner una escoba para arriba, la otra para abajo y así. Estéticamente no queda bien. Y el plástico hay que ver cuánto dura al rayo del sol.",n
"Lindo diseño pero muy chiquitos Los llaveros son muy lindos, pero muy chiquitos, pensé que eran de tamaño normal y uno me vino sin una parte",n
No me gusto baja muy poco!! No me gusto apenas bajo 3cm!! Yo esperaba 4 a 5cm!!,m
Bueno Muy lindo para poder jugar a la veterinaria,b
"Relación precio / calidad aceptable. Estéticamente queda bien, relación precio / calidad aceptable.",b
Bueno Esta bien para el precio. No tienen buena pigmentación,n
"Buena calidad pero PESADISIMO, MUY INCOMODO Es muy buena calidad pero la verdad, es PESADISIMO! MUY INCÓMODO  llevarlo en la bici o la mochila. Deberían advertir el peso. La verdad, no lo puedo usar. Me clavé. Una pena... :(",n
"ni En realidad no se si pedi mal el producto o no lo entendi. La caja decia Lycra, y yo vi en internet algodón, Y en realidad al mismo proveedor ya le habia comprado uno que decia algodon /lycra. Entonces, compre 12 cajas que en realidad no las voy a usar porque no es lo que queria. O sea, nada que se va a hacer.  El proveedor quedo conforme con mi respuesta que ellos no se equivocaron , pero tengo la duda todavia.",m
Safa Por lo que me dijo mí mujer que es peluquera más o menos esperábamos mejor calidad del producto pero bueno,n
Mas o menos La Plata muy buena calidad pero los monitos de las caritas se pusieron negros y no me gustó,n
"Bueno muy comoda lo unico que se usa con una bomba, ya que si no no sale mucha agua pero si la recomiendo gracias",b
"ahi nomas Cumple su funcion, pero deteriora mucho la imagen, pierde definicion y brillo",n
"Buena relación calidad precio Es bueno, pero la batería no dura mucho. Además de eso no se escucha con suficiente potencia, pero era esperable con el precio que se ofrecía. Por lo demás no tengo de que quejarme",n
"MB PRODUCTO buen materia,resistente,MB potencia,color lo esperado MUY BUENA adquisicion",b
"Bueno Está bien, pero en el zoom le aparece un puntito negro en la pantalla, único detalle, lo demás todo normal.",n
Algo chicas. Un poco chicas pero cumple la función para un aparato no muy pesado.,n
"bueno. Bueno, pero debería tener unas plantillas que lo hagan más cómodos ya que no tienen plataforma.",n
Bueno Las terminaciones y prestaciones son buenas. Cumplen con al espectativa. Buena relación precio-calidad. Funciona muy bien.,b
"Regular La mochila es muy linda, pero por el precio esperaba más,  en síntesis,  demasiada cara",n
"Falsas promesas en cuanto al rendimiento. El producto para que quede concentrado y con buena calidad no rinde para 50 litros como dicen en la publicación, sino para 40 ó 45 como mucho. Tuve que modificar las proporciones indicadas en la preparación.",m
Es mentira lo de anti polvo Lo de blindada anti polvo no es así le entró polvillo y se rompió el colector y carbones,m
"buen producto excelente entrega buena maquina, buen color, el envio muy responsable",b
Buen producto mala atención La mesa muy buena muy buen material lo único malo es la atención tardan mucho en contestar y tardan mucho en enviar el producto,n
"Bueno Buen producto como todo Garmin, fácil de usar pero sumamente básico.",b
Bueno Buen producto. Cumple con las expectativas deseadas.,b
Bueno Bueno el producto relación precio calidad,b
Bueno esta bueno ............................................................................................................................................................................................................................................,b
Livianas muy lindas! Muy buen calzado! Super livianas,b
"Funciona perfecto, no es SEGA es un CLON No consulte si realmente el aparato era marca SEGA, es un CLON y aunque cumple su cometido es un tanto endeble el transformador y los joystick, pero realmente no se puede pedir mas por lo que uno paga.",n
No me sirvió. Lo tuve que sacra porque el táctil no respondía bien..,m
OPINION ESTA BUENA PERO HAY PARTES QUE LE CUESTA ENGARSAR,n
"Correcto Funciona correcto, pero la calidad es algo inferior al original",n
"Bueno El acabado de la silla es regular, cuando se une el plastico con el asiento se ve un poco mal pegado, y la silla a medida que gira se inclina de un lado a otro, uno no queda sentado a 90º como debería.  Esperaba más, comentario positivo para que la empresa mejore su producto.",n
"Solo Bueno... Es bueno, pero el recorrido de los dientes no es muy preciso...  Por ejemplo para abrazaderas chicas, no tiene muy buen agarre...",n
muy buena es lo que pedi.......... no me interesa escribir nada mas,b
"Bueno Es una buena notebook, algo lenta y de materiales algo frágiles, la note algo lenta, como para funcionar con ese Windows. Rinde lo justo y no mucho mas",b
"Bueno Buen producto, algo fino pero por el precio esta bien",b
Me asqueo Tome una semana y no puedo tomar más me asqueo no se si es el sabor o como yo lo tomo,m
"practico y pequeño practico para usar , para limpiar y muy bueno las distintas bandejas para cambiar",b
"Bueno El juego no tiene la calidad que se publica, los chicos no se enganchan",n
Bien Esta bien para el precio .......,b
Bueno buen material. lindo producto,b
"conforme Estimados, buen día,  El producto cumple con mis expectativas de uso en una cancha de golf.  Gracias, saludos.",b
"Bueno Funciona bien es muy fragil pero con mucho cuidado queda bien, la sensibilidad de los botones retroceso home y aplicaciones no es tan buena",n
"Me decepciono Pensé que venía tal cual la foto,había que ponerle las calcamonias de las luces y todo el resto,las calco mala calidad, se rompían",m
"Buena Es muy suave, bella y liviana. Lo malo es que tiene poco espesor y pasa un poquito el frío del suelo.",b
"Bueno funciona bien, es como describe el vendedor",b
"Bueno con relación al tv box, bueno, cumple su función, tiene el problema de una mala colectividad wifi, hay que ponerle el módem al lado, si no, prácticamente no se conecta, la instalación es fácil, pero con netflix tuve mil problemas porque las versiones del mismo están avanzadas con relación al sistema operativo del tv box, al final pude hacerlo funcionar, pero después de varios días. el teclado, realmente muy bueno...",n
"Bueno bastante bien, solo que eran blandos",b
"buenas en realidad son muy lindas lo unico que tengo que decir es que la zuela es media dura y hace mucho ruido al caminar, como si fuera plastica, seria muy bueno que tengan de goma",n
"Bueno Bien, esperaba otra calidad de teflón. Si tuviste anteriormente otra batería, te darás cuenta.",n
"Bueno El producto funciona perfectamente. No tiene al momento más que un poco de uso por lo que aún es aventurado hablar sobre su durabilidad. Hasta ahora funciona bien, es funcional y fácil de limpiar.",b
Bueno Bien pero en la foto parecían mas grandes los portalámparas,n
Bueno Buen producto pero un poco justa las zapas,n
"Buenos, podrían mejorar Funcionan perfecto, se escuchan muy bien pero le faltan comandos para cambiar de canción y regular el volumen.",n
"Excelente Excelente calidad , todo de 10 puntos",b
Bueno Buen producto cumple con sus cosas!,b
Muy buen producto para sus prestaciones Buen producto y recomendable para su uso,b
"Bueno Todo bárbaro , pero no tiene nada de alcance",n
"Livianas y cómodas. Estética muy lograda, muy livianas y cómodas, la suela lamentablemente es hueca y no soporta palos o espinas de punta.",n
Lindos Hola... Me gustaron los set d spa solo que pense que eran un poco mas grandes.,n
Sarisfecho Muy similar al original. Cumple  bien su tarea,b
bueno no la use todavía  pero se la ve linda ..,n
"Pasable Medio pelo, no es algo super profesional pero pega....",n
"Bueno muy lindas, buena calidad, hay que llenarla hasta arriba y esperar un rato para ver la imagen completa.",b
Regular Más o menos creía que era otra cosa,n
"nan es un remedio,  por lo tanto debo tomarlo un tiempo para dar mi opinion , por el momento es justo lo recetado gcias,",n
Bueno muy buenos me gustaron y es lo que esperaba ahora ver si protegen el frio,b
Lindo! Muy buena atención!! El producto cumplió con lo esperado!,b
"Muy buena pero no me sirve Es una buena linterna, con mucha calidad y potente. Lamentablemente la compre para utilizarla como aporte de luz continua en fotografias y la luz que emite es pulsada, no constante, asi que no me sirve para el proposito que la queria, como sea es una muy buena linterna para otros fines como caceria nocturna, excursionismo, etc, pero para lo que la necesitaba no la recomiendo.",b
Buenisimos Me encantaron. Son hermosos y quedan de 10,b
"Buen producto y horrible envio Buen producto, mal servicio de envío.",n
"NO ES PARA TANTO ME PARECE QUE POR LO QUE ES ,EL PRECIO ES MUY ALTO,MAS POR EL USO QUE LE DAS ,SON 5 O 6 MESES.",m
Un éxito Muy bueno todavía no los puse lo tengo en la caja,b
"Muy resistente, un poco incómoda La funda es de buen material, resistente, creo que resiste cualquier tipo de golpe. Lo que tiene negativo es que agrega demasiado espesor al celular (un LG K9 2019) y finalmente resulta un poco incómodo. Por eso el puntaje medio.",n
"Producto estándar acordeal precio La calidad del producto esta acorde al valor , todo depende que es lo que pretende el comprador , tal vez el producto no se muestra correctamente y al recibirlo se encuentra con algo que no alcanza a satisfacer la compra",n
"Bueno, pero calidad media. Atención excelente El cable no andaba y el joystick a la semana dejo de andar",m
"Bueno El producto  bueno. El vendedor se porto muy bien y siempre respondió las preguntas , fue muy atento y respetuoso. Compraría nuevamente.",b
"Acorde al precio La tinta funciona bien por ser generica pero los envases no eran iguales a los de la foto. De las botellas vinieron 2 con una tapa y sin pico y 2 con un pico vertedor. De las que tienen pico, una vino sin el capuchón asi que la tuve que tapar con una cinta para que no se seque. Se lo comente al vendedor y sólo me contesto Gracias...",n
Bueno llego a tempo y en perfecto estado,b
"Optima La pc anda lenta, los usb del frente no tienen los drivers instalados.",m
llegó todo perfecto Calidad equivalente a su precio,b
Regular! Producto de calidad media! Poco gramaje!,n
"Lamentable El producto es bueno,lastima que el kit viene incompleto,la respuesta que obtuve del vendedor es que el fabricante lo entrega así,dado que en el manual está detallado ,en mi caso faltó la llave de drenaje y un filtro.",m
"Bueno mala calidad, los ultimos leds pierden fuerza para alumbrar, no lo recomiendo...",m
Común Es una piñata chica.. bueno...,b
Regular. Acorde al precio podría mejorar la calidad ya que salen los hilos de la zapatilla...,n
"Cumple con su función. Lo llevo usando mas de una semana, es silencioso, buen mallado, y hasta ahora ha tenido buen desempeño prendida durante mas de 6 horas, aunque todavía no la he probado con mas hardware. Para el valor  que posee, dentro de todo funciona bien.",b
"Bueno Buen producto, un poco complicada para limpiar y desperdicia mucha fruta!",n
Bueno Bueno el producto¡ tal cual dice la publicación.,b
Son como esperaba pero la calidad no es la mejor A las 3 semanas se empezó a despegar la suela,n
"Hermoso Muy lindo collar, el broche se traba un poco. Pero es tal cual la foto.",n
10 puntos Excelente vendedor. Despachó el producto en tiempo y forma.  Y contestó a todas mis preguntas.,b
Muy bien Bien el producto llegó 2 dias despues de lo acordado pero duera de eso bien todo lo demas,b
"El producto es bueno, vendedor excelente 100% El producto es bueno, pero no creo en el torque que dice la ficha técnica.",b
"Nunca me enviaron la factura, pésimo servicio. El producto es bueno. Pero nunca me enviaron la factura, el servicio y calidad de respuesta es malo.",n
Bueno Buenas costo que la envíen. El producto bueno,b
"Buena opción a un repuesto original gamma Parece sólida y robusta en su construcción, el sistema no es tan práctico como el original de una gamma 127, máquna para la cual la adquirí ya que se me rompio la original, pero la diferencia entre el precio de una y otra es terrible con lo cual opté por este combo. Repito no es práctica como la otra que tiene encastre rápido pero entre 3 y 1 luca, no hay mucho que pensar los repuestos originales gamma estan por las nubes casi como una máquina. Este combo es una excelente opción para reemplazar una pieza rota y hasta ahora no me ha dado problemas.",b
"Bueno Lo recibí bien, parece bueno pero mi nieta todavía no lo uso.  Las tapitas de plástico que tapan los tornillos de las ruedas se salen fácilmente.  Parece bueno.",n
Bastante regular no sirven los adhesivos Regular la calidad y el calce. Los pegamentos no sirven se salen a los días y te queda todo suelto. Mucho que mejorar,n
Maso Hola. Aun no la use pero al abrirla se desprendió un pedacito de plástico correspondiente a la tapa.,n
No se No noté ningún cambio en mi piel. Sigo usando protector solar con factor alto y la crema la utilizo todas las noches luego de lavarme la cara y nada... Las pecas siguen ahí. Ya hace 1 mes la uso,m
Regular A los pocos días de colocar se levanto en partes y queda mal a la vista. No es lo que esperaba...,m
"Bueno Buen producto, conforme con los tiempos de entega",b
"Útil para mantenerse activo Esta buena para mantenerse activo. No mide con taaanta exactitud. Yo la uso con iPhone y tiene inconvenientes al sincronizar los fondos de pantalla y algunas cosas más, lo q me obliga a reiniciar el reloj (lleva 2 segundos pero es molesto). Lindo estéticamente y la batería te dura 2 semanas con las notificaciones activas.",b
"excelente! muy ricos aromas,el producto llego en tiempo y forma..??",b
"El vendedor excelente, el producto no es lo q espe Bueno pero las marcas en relieve en lugar de trazadas le quitan precision",n
"Regular Regular, el precio es bueno pero no es reforzada ya que al poco uso se han descocido algunas partes.",n
Bueno Muy bueno el producto...muy conforme,b
"Bueno buen producto a pesar que piede un poco el frio, pero recomentdable...",n
"Esta bien para tu seguridad urbana Safa, es un guante para eso brinda una seguridad mínima pero es mejor que nada, me lastimo los nudillos hasta que se hablando, la palma del guante es de guante de trabajo, en vez de traer algo de pana, al menos en la parte del pulgar y el indice. La insignia de la marca que trae arriba en los nudillos en color plata, es muy dura lo que cuando aceleras el manillar a fondo te toca la muñeca y genera una molestia, una semana tardo en ablandarse pero aun así cuando cierro el puño siguen molestando todos los elementos plásticos del guante. Las protecciones de la palma de la mano, nudillos y metacarpo, están bien ubicadas, las partes de goma pueden aguantar una o dos caídas dependiendo del tipo de caída.",n
"Buen producto. Todo perfecto, solo faltaria probar a cuantas recargas llegan. Lastima el negro es de poca capacidad.",n
No lo volveria comprar Dificil colocarla a la pared. No se borra muy bien.,m
Imitación. Pero buenas. Muy buenas imitaciones. Aunque eso no estaba aclarado en la publicación.,n
No lo volvería a comprar De inferior calidad de rompió al poco tiempo de uso lo regale,m
"Buena maquina, pueden mejorar las fresas de regalo Las fresas que vienen son regulares rompí una al tercer corte . En condiciones normales de trabajo. Otro detalle es que me vino el mandril totalmente clavado tuve que acceder a la ayuda de una 3er herramienta para poder cambiar la fresa. Último no me entregaron el manual con la fresadora. La maquina es buena. El resto ya comentado.",n
Bueno Calidad/precio está bastante bien. Viene bien presentado y el material es bastante resistente. Recomendable.,b
"Hermoso pero caliente Lindo gabinete pero es muy cerrado,  poco refrigerado. En mi caso no funciona bien el control de velocidad de los ventiladores. El RGB es fantástico.",n
"Hermoso diseño, calidad regular La mesa es muy linda, la calidad no era lo que esperaba. Tengo unas sillas del mismo diseño, más fuertes. Cuando la armamos las patas quedaron desparejas y fue difícil de emparejarlas.",n
Mediocre El producto no me dio las prestaciones ke esperaba recibir,m
"buen producto ideal para mis hijos, les gusto.",b
Bueno Llego rapidisimo. Pero no noto la diferencia entre cable componente y el comun. Debe ser la calidad. Y probe en varias teles,b
Podia ser mejor calidad. El texto y la vaca se despega un poco.,n
Muy buena iluminación.. pero no tienen aguante. . 3 días me duraron funcionando bien...y casi 1 mes tardó en llegar..,n
"Bueno Las agujas son buenas y livianitas. La cartuchera la tela del forro como que no es muy fuerte. Todo lo que trae, está bien, aunque esperaba una tijera pequeña y no un corta hilachas. Hago la crítica porque el precio no es barato y asumo que las cosas que se colocan el kit deben ser muy buenas.",n
"Todo bien Bueno, es lo q esperaba por su costo",b
Llego rápido y a casa No funciona el spray pero se usó igual,n
"Bueno El mouse cumple con las expectativas, tiene un buen tamaño y si bien la velocidad de respuesta no es perfecta está bastante bien.",n
Normales Son buenas pero no son lo que yo me esperaba .,n
Muy práctico Muy bueno para que los niños aprendan.,b
"No es lo que esperaba No es lo que se publicita, no estoy conforme",m
"Relativamente bueno Para el precio está bien, demás trae bastante cantidad",b
"Estaban en bolsitas de nylon... ...por el precio que pagué hubiera querido que viniera con una caja de plástico que contuviera el juguete, por que vinieron envueltos en bolsitas, o sea que anda todo desparramado, teniendo en cuenta que son todas piezas chiquitas...   por lo demás siempre es muy buena la calidad del producto...",n
"Safa.. La terminación es buena, pero uno por ejemplo se me rompió al abrirlo para colocarmelo.. en fin, no se puede pedir mucho por el precio.",n
"BUEN PRODUCTO Se trata de un producto que, en principio, por el nombre, lleva a pensar en los cubanitos de los setenta..........por cierto tienen algunas diferencias, pero el tiempo hizo su trabajo y ya no hay más, esto, sintetizado en un pequeño cilindro, anda bien. aunque NO es lo mismo",n
"muy bueno muy buen producto., original .",b
"Buen producto Buen producto, cumple su función correctamente",b
"excelente proveedor todo ok, recomendable, rapido envio y buena calidad",b
Muy bueno Muy práctico el producto y llegó en muy buenas condiciones!,b
"Bueno Es un poco frágil para colocar las planchadas . En ninguna foto se veía que lo del medio era una cajita q se retiraba . De cualquier manera , mi nieto muy feliz .",b
Muy bueno Buenas cremas son y lo recomiendo,b
"Bajó la calidad extremadamente, una lástima!!! Hace 20 años que uso medias elemento, los pares q compré hace 5 años están perfectas, estas vinieron de otra calidad, mas finitas y se deforman facilmente, una verdadera lástima q hayan bajado tanto la calidad! Eran las mejores!!! Ya no....",m
"Funciona bien Ni un problema, hasta ahora funciona perfectamente. Muy bien empacado, no le faltaban partes. todo bien.",b
"Buen producto El producto es bueno, pero la medida de los talles es pequeña,",n
"Mesa muy chica y herramientas de mala calidad El banco de herramientas es re pequeño, el nene se tiene que arrodillar para mas o menos estar a la altura (mi hijo tiene 2 años y medio) y las herramientas no son del todo buenas, la agujereadora la tuve que pegar con silicona porque se partio en dos al primer uso, lo mismo con la sierra y una pinza... Parece barato pero en realidad el juguete es de calidad regular a  mala.",m
Bueno No me convencieron las terminaciones de la mesa. La madera está saltada en algunos sectores. Imagino que el traslado ayudó también un poco a que llegara así.  El resto todo ok.,n
Bueno El producto es acordé al precio. El vendedor muy atento. Lo recibí muy rápido.,b
"Bueno La motito es hermosa, el material de buena calidad pero los calcos no son buenos al segundo día ya se le empezaron a salir",n
Bueno Muy básico ya que tiene todas las teclas cambiadas y hay algunas funciones que no le andan!,n
"Muy buen vendedor todo como lo esperaba Perfecto, todo como lo acordamos",b
"Sistema complicado Mas o menos.. no es acolchonada.. no se reclina,  anoser que el asiento de aatrás se recline y tiene un sistema super incomodo para abrochas a los bebes.(tendrian que facilitarnos la vida a las mamis ) y el broche del medio no tiene para regular la.medida..",n
"Bueno Me gustó, me parecieron un poco largos los cordones.  gracias",b
Bueno pense que era de mejor calidad.,n
"Buen producto Es buen producto, solo le agregaría más puertos USB (solo tiene 2).",n
"Bueno Parece un buen producto.  Lo instale en el interior de una Jeep Grand Cherokee 2012.   Son lamparas de baja potencia, pero suficientes para esa aplicación.",b
"Bueno Excelente producto, era lo que esperaba. Solo desconforme con los aritos de los cordones que se salen. Mi sra. solo la uso tres veces hasta ahora y ya tuvo ese problema.",n
"Maquina increible!! Salvo debilidad que ya comente Buen día!! lo estuve usando con excelentes resultados. Salvo que al usar la cuchilla vibratoria, me costó sacarla y luego de forcejear , lo logré!! Ahí observé que el plástico naranja del robot, se había degradado. Más precisamente los tacos donde apoyan las herramientas intercambiables. Adjunté fotos al proveedor para que lo chequeen con los fabricantes, porque sería un punto a solucionar.",n
"bastante bien por el precio por el precio buen producto, la maya es plastica, funcionamiento correcto",b
Excelente Perfecta las copas y la rapidez con que llegaron. Son todas mas estrellas,b
"Copia semi decente del original Este case no es original Apple, si bien es una copia decente y más económica, excepto por algunos detalles. Por otro lado, se me rompió en una esquina a las pocas semanas de uso. El original es más resistente.",n
Mediocre calidad de los bonetes Lo usé un par de veces. No me parece de buena calidad los bonetes con las que viene el equipo y resultan poco prácticos de ajustar porque vienen sin elástico (traen un hilo de ajuste). También aparece no muy facil de conseguir los bonetes de repuesto o alternativos de 240 mm de diámetro.,m
"Bueno No trae luz indicadora de carga, ni cable power (aclarado en la descripcion).  hasta el momento funciona lo mas bien.",n
tranqui el talle no insidian con la horma,n
Bueno Esta muy bueno tiene un tamaño normal y es muy bueno para los mas chiquito de la casa,b
Funciona pero llegó un color q no elegí y golpeado Tienen su correcta función..lo malo q pedí un combo negro y me llegó uno Blanco ... La pava vino en mala condiciones sin un tergopol q la cubra de golpes ..y la base de la pava vino rayada ...quise hacer el reclamo y no me podía contactar ...desestime de insistir y me qde con el producto que funciona bien pero con detalles a la vista,n
"Es muy práctica y linda. Es linda, comoda y práctica porque no ocupa mucho lugar.",b
Excelente Excelente!! Tal cual la foto....entrega rapidísima.,b
"solo marca 2 niveles Es bueno , lastima que no tiene nivel en los 3 ejes",n
"Para fiestas puertas adentro Pensé que tiraba más, para lugares pequeños, uso muy hogareño. Los bufer contentos",b
"Bueno muy buen producto, precio calidad muy bueno",b
Esta bueno pero muy chico. Pero es divertido Bueno pero muy pequeño. .. bien,b
"Bueno Si bien en la foto es negro , enviaron uno de color negro con turquesa.  por lo que califico bueno.",n
Bueno todo bien talle color conforme con la compra,b
"Bueno Calidad aceptable, rápida la entrega",b
Bueno El pedido llego en el tiempo estipulado. Si bien la marca de termos era la que venia trabajando lamentablemente no trajo la goma espuma interna de aislamiento que si tenian los otros termos que yo ya tenia en mi poder.,n
"MEDIO LAS OPTICAS Y LOD GUIÑOS TODO BIEN, PERO LOS RETENES MEDIO PELO E INCOMPLETOS .",n
Bueno TODO BIEN,b
"Muy caro, cero efectividad Es la segunda semana q estoy tomando.  Sumando caminata x una hora y cuidandome.en.las comidas. No veo ningun cambio.",m
"La tela es gruesa muy buena calidad, lo recomiendo El talle me quedo un poco chico. Es un xl pero pareciera ser un L",n
Buen producto recomendable! La verdad me salió buena no lo esperaba cuando empecé a pintar no me gustó pero cuando seco queda muy lindo!!!,b
Bueno Producto bueno. Estas ya no estaban como las primeras que compré.,b
Buena. No corta del todo a ras Buena. En su máximo nivel (1) No llega a cortar a ras. Le falta un poco mas de potencia.,n
Bueno practico para no forzar la ficha del cable.,b
"Bueno le faltaría un poco de potencia, funciona muy bien .",n
Bueno Se destiñio al primer lavado...,n
Bueno Una de las arandelas estaba floja pero nada que no se pudiera arreglar en el momento,n
"Ok Nuevo sellado, sin demora y protegido",b
Safa Mmm casi iguales a las otras pensé q se notaba más la dif,n
"Bueno La recibi en perfecto estado, pero no trae placa wifi. Cuando la pueda probar vere como responde",n
"Buenos nada mas Esperaba que fueran un poco mas pesados y gruesos. Se sienten un poco delicados, aunque son esteticamente lindos y de buen filo. Estan bien para la cena, pero no los recomiendo pelar una fruta o alguna otra tarea simple de la cocina.",n
"podria ser mejor., teniendo en cuenta el precio. Safa, creo que por el precio.... podría ser mejor.  .........................................................................",n
No cumplio con las espectativas. No me gusto la calidad del producto y ofrecen un bolso de regalo y en realidad es una bolsa de fiselina. La atencion del vendedor fue buena.,m
Bien Bien la bolsa vino un poco rota,n
"buen producto Algo chico, pero muy buena atención atención.",n
"Bueno Calidad buena, igual al ofrecido en la página.",b
Funcional Buen producto cumple con lo requerido,b
"Aceptable Si bien no la he probado en su totalidad, hasta ahora tiene un buen desempeño. Es acorde con el precio",b
Bien Buen producto pero no me terminó funcionando del todo bien.  Por ser un genérico es correcto pero a la hora de comprar hay que estar bien asesorado.,n
Bueno Muy bueno..cumple la función para lo que la compré...,b
"Económicas, buena estética y facil de montar. Lindo producto, muy liviano. El problema es que la varilla superior, que por la cual se monta y soporta todo el sistema es muy débil. A las cortinas de más de 1 metro de largo tuve que ponerles un sujetador en el medio, ya que al subirla y bajaba se doblaba mucho, y arruiné un poco la muy buena estética de las persianas. Pero ahora funciona 10 puntos.",n
"Bueno Lamentablemente me llego otro tipo de vinchas, no son como las de la foto. Me llegaron como son en otra publicacion: cada vincha plastica recubierta en tela amarilla flour con flores de telas en colores fluor mixtas, naranja, verde rojo amarillo. Para el uso que voy a darles, también me agradan! Todo buena calidad.",n
Regular El producto es el descripto pero mi crítica viene al hecho de que no viene con los tornillos para la instalación y me parece de mal gusto.,n
bueno conforme al precio se estiran bastante cuando te las pones pero buena relación precio calidad,b
Bueno xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,b
"Bueno Bueno Producto. Todo de acuerdo a la publicación.   Lo Probé en dos oportunidades, y anduvo bien. Nada que reprochar!!",b
"Cumple con lo que promete No está mal, pero esperaba más de la función aspiradora. Prácticamente no tiene succión. El soplador está bien si es para polvo fino, pelusas, pocas hojas secas, etc. O sea para cosas ligeras. La usé para limpiar un procesador bastante sucio; no llegó a limpiarlo del todo pero no está mal para repasar el exceso. El botón de lock-on lo tengo que seguir probando pero hasta ahora no lo pude accionar por lo trabado que está, igualmente no es algo imprescindible para mí.",n
buen producto buen producto no es exactamente las mismas dimensiones sera 1 milímetro más grande esa carcasa pero buen producto,b
Todo se concretó de la mejor manera. Buen producto. Ningún problema.,b
"Bueno El producto es lo que ofrece el vendedor, la calidad es acorde al precio, en gral es un buen producto.  Tuve unos inconvenientes y la post venta fué muy buena, inclusive me enviaron una pieza nuevamente.  En mi caso fue necesario darle una mano mas de pintura porque la que traía venía con detalles y es muy fina.  * Por las dudas también aclaro que no trae las guías que cubren las pesas laterales, como sí se muestra en un video de ejm.",b
"Mas o menos, económica pero de baja calidad Es económico, pero la calidad es bastante baja, Lo compramos para regalo y terminamos comprando otro mazo de cartas para cambiarlo porque el que viene dentro de la truquera era de muy baja calidad.",n
Bueno No son de buena calidad.... son económicos. De afuera son bonitos pero el interior  es muy flojo.,n
"Bueno El producto es de buena calidad, excepto la pintura .  No le va a la xr 190 , tuve que adaptarlo por que no coincide el orificio del drenaje de aceite.  Pero la relación precio producto es buena. Lo recomiendo.",n
"Bueno buen producto en relacion precio calidad , no es una gherardi pero anda muy bien.   llego en tiempo y forma.",b
perfecto perfecto cumplió con mis expectativas ... las utilizo para sanitizar  mis botellas de cerveza,b
Bueno me gustaron los aromatizadores,b
Bueno Tarda mucho en cocinar y tiene poco espacio. Quizas fue desinformacion mia pero esperaba algo un poco mas grande y efectivo a la hora de cocinar.,n
"Buen producto todo ok, precio prestaciones , buena atención .",b
"aceptable por el precio no tiene buenas terminaciones y solo entran por el hueco  focos con lámpara pequeña, a mi no me ingreso un foco led de 15w tuve que comprar un foco más pequeño",n
"Bueno Hola, buena potencia el motor buen material las alzadas, el inconveniente es que la cuchilla se atora cuando quieres cortar rapido, es para trabajar muy despacio en el avance del corte aun con cabello humedo.",n
"Bueno Buenas terminaciones, grande y prolijo. Lo imaginaba un poquito mas grueso, me dijeron que toma cuerpo con el correr de los dias. Veremos cuando venga un dia de frio.",n
todo ok todo ok okokokokok     ok ok o k ok o k ok ok o k,b
"Regular Anda muy bien solo que cuando lo recibí el plástico del soporte venia roto! los pedazos de plástico dentro de la bolsa. no creo que hayan tenido la intención pero deberían proteger mas el producto, a diferencia de otras cosas que he comprado no venia con ningún tipo de protección alrededor.",n
Vendedor recomendable Buena x ser 37 quedaron grandes,b
"Bueno buen producto por si precio, es lo que esperaba.",b
"Pequeñas, para cuna y hasta ahí... Calidad media Son pequeñas, no esta bien aclarado en la descripción, si bien dice las medidas uno no las tiene tan presentes a la hora de comprar, son para cuna y hasta ahí, calidad media, no muy gruesas. Los estampados si son lindos.",n
"Un buen producto precio calidad. La remera estuvo bien, buena tela. mas chica que otra que comper anteriormente, siendo el mismo talle. Pero en fin, si, cumplen, buen producto precio calidad.",b
Bueno Mala calidad el producto de garbarina,n
Para uso hogareño Calidad esperable segun valor. No esperaba mas...conforme,b
"Medio pelo, bien por el precio. Para uso casero bien, pobre la pantalla, la bateria malisima no dura ni 3 horas en uso intenso. Pero por el precio mas no se puede pedir.",n
"Buen casco Buen producto, acorde precio y calidad.",b
"Bueno. es buen producto acorde a precio. funciona perfecto buenos materiales, sólo que le doy 3 estrellas porque la parrilla no se agarra a la chapa y queda suelta lo cual vuelve bastante insegura. Tiene solución por supuesto.",n
