,Unnamed: 0,content,sentiment,raw,rate
4850,14121,BUEN BUEN LIBR ENTRETEN DAT NOS GUST NAVEG,"[1, 0]","Buen producto Muy bueno, un libro muy entretenido y con datos para los que nos gusta navegar",positive
4851,18908,EXELENT EXELENT POTENCI COMPET CONFIABL EL,"[1, 0]",exelente!!!! exelente potencia... muy competo y confiable el kit. ultra liviano!,positive
4852,5906,MAL NO HAC NUMER NO CAMBI,"[0, 1]",Mala No hacen más del número 39 y no pude cambiarlos,negative
4853,2303,NO GUST NO,"[0, 1]",Malo No me gusto no hace nada                           ........,negative
4854,11612,EXCELENT EXCELENT LLEG EN TIEMP FORM MUCH RESPONS,"[1, 0]",Excelente Excelente llego en tiempo y forma mucha responsabilidad,positive
4855,7537,BUEN BUEN CUMPL EXPECT,"[1, 0]","Muy bueno Buen producto, cumple con las expectativas.",positive
4856,4766,ES DEFRAUD ES COMPR SISTEM AGARR ESPEJ NO NO COMPR PRRRRRRRRR NO JOD A,"[0, 1]",El producto es una cagada.... Me defraudaron. Es una cagada. Nada que ver con el que está en la publicación. Yo lo compre por el sistema que va agarrado al espejo y no fue así. No les compro ni una aguja más. Prrrrrrrrr. No jodan más a la gente!!!!!,negative
4857,10153,DEFICIENT NO ES ESPER ES PART DE METAL NO RECUBR,"[0, 1]",Deficiente No es lo que esperaba. Es solo una parte de metal. No tiene recubrimiento,negative
4858,5080,MAL MAL FIN NO ERA,"[0, 1]","Mala Mala terminación, muy fino el polar. No era lo q esperaba.",negative
4859,12336,BUEN MATERIAL BUEN CALID ACORD PUBLIC BUEN,"[1, 0]","Muy bueno Está hecho de un material de buena calidad, acorde con lo que publicaban, estoy satisfecho. Muy buen producto.",positive
4860,17706,EXCELENT EQUIP Q CUMPL REQUISIT DETALL DE SUPERIOR PER DE BUEN,"[1, 0]",Excelente Es un equipo q cumple con los requisitos sin detalles de otros superiores pero de buen funcionamiento,positive
4861,5520,EXCELENT EXCELENT CALID PRACTIC FUNCIONAL,"[0, 1]",Excelente Excelente calidad práctica y funcional,negative
4862,16016,CALID REGUL TERMINACION COSTUR REGUL PRECI,"[0, 1]",Calidad regular La terminacion y las costuras es regular. Son muy finitas pero por el precio esta bien,negative
4863,19227,DECEPCION LLEV SEMAN NO NOT EN DE CAPAC HUMECT BUEN,"[0, 1]","Decepción Llevo 2 semanas usándola y no noto diferencias en mis arrugas de expresión, la textura y la capacidad humectante sí es buena",negative
4864,11414,HECH RESULT FIASC INFLAR PRIMER LA COSTUR NO LA $ 900 PED INFLAM LA CUID CAS,"[0, 1]",Malo De hecho resultó un fiasco ya que al inflar el primero se rajo en la costura y no pude utilizarlo en la fiesta de cumple de RENÉ. Casi  $900 al pedo. Y lo inflamos con la boca eh con todos los cuidados del caso,negative
4865,9821,REGUL VIN FUG PRESION,"[0, 1]","Regular Me vino con una pérdida, se fuga un poco la presión",negative
4866,9707,EXCELENT EXCELENT COMPR HS TENI EN RECOM,"[1, 0]","Excelente excelente todo . lo compre y a las 24 hs lo tenia en cordoba , recomiendo 100%",positive
4867,14851,EXELENT BUEN CALID BUEN PRECI ERA ESTAB NECESIT,"[1, 0]",Exelente Buena calidad buen precio era lo que estaba necesitando,positive
4868,14855,MEDI NO DE TEXTUR MUESTR GRUES DE INVIERN DEPORT CALID ES BAJ PER NO PED POR PRECI,"[0, 1]",Malo Las medias no son las de la foto y tampoco son con la textura que se muestra. Son más gruesas de invierno deportivas. La calidad es baja pero no se puede pedir más por su precio.,negative
4869,4015,EXCELENT EXCELENT,"[1, 0]","Excelente Excelente producto, es más de lo que esperaba!!!",positive
4870,10685,VERD NO VIN ACOSTUMBR NO DE VERDADER,"[0, 1]","Trucho La verdad, no es el vino que estoy acostumbrada, no tiene el sabor, el olor y el cuerpo de un verdadero trumpeter...",negative
4871,4716,PERFECT HERMOS LLEG PERFECT,"[1, 0]",Perfecto Hermoso llego en perfecto estado!Gracias por la excelente atencion,positive
4872,13448,MAL BAT NO CARG NO HACERC AL LOCAL,"[0, 1]",Mal producto La batería no carga. No pude hacercarme al local.,negative
4873,13434,BUEN LIND EN RES,"[1, 0]",Bueno Lindo calce lo uso en la albañilería y resiste bastante,positive
4874,4901,BUEN RECOMEND BUEN COMPR TOD TERMIN,"[0, 1]",Muy bueno recomendable Buena compra conforme sobre  todo la terminación y la responsabilidad del vendedor,negative
4875,16349,NO RECIM VERD DE EL COLCHON DEJ DESE SE VE CIERT DESNIVEL DE TEN SOBREPES SE NOT TEN REVIS DE,"[0, 1]",No lo recimiendo La verdad apenas con 2 neses de udo el colchon deja mucho deseear se ve ya cierto desnivel y ninguno de los 2 tenemos sobrepeso para q ya se note... voy a tener revisar temas de garantias...,negative
4876,17032,EXCELENT LINDOCHIQUIT PAS EN HUEC AGARR LEVANT,"[1, 0]","Excelente Lindo,chiquito de afuera, como para pasar en un hueco de 10 mm,y bien formada la punta para que agarre y levante lo nesesario",positive
4877,3443,CALID BIEN NOCH AL DIA PIEL MEJOR COM NO COMPROB EFICACI,"[1, 0]",calidad cumple muy bien para ser usada de noche. al otro dia la piel luce mejor... como relajada... todavia no hace un mes de uso pero seguire usandola para comprobar su eficacia.,positive
4878,4248,NO RECOM SI COM FUERON EXCEPCIONAL CUMPL EN TIEMP FORM MANER IMPEC RESULT FIASC A IMPRESION EMPEZ A FALL COLOR ENCHASTR HOJ MANCH NEGR O NO IMPRIM COLOR ENCHASTR HOJ NEGR FRACAS,"[0, 1]","No recomiendo el producto Si bien como vendedores fueron excepcionales porque cumplieron en tiempo y forma de manera impecable, el producto resultó un fiasco porque a las pocas impresiones empezó a fallar el color y enchastrar la hoja con manchas negras o rayas. Hice la limpieza de cabezales pero no imprime el color y sigue enchastrando la hoja con negro. Un fracaso.",negative
4879,17935,NO RECOM BAS EN PRECI IMAGIN NO SER DE BUEN CALID NO CRE DE CALID ES DEJ MUCH DES NO,"[0, 1]","No lo recomiendo Basada en el precio imaginé que no sería un producto de buena calidad, pero no creí que fuera de tan mala calidad. La tela es extremadamente fina y la.confección deja mucho que desear. No las usé.",negative
4880,1224,MAL MALISIM NO NO COMPR AL SEGUND DIA A MAL,"[0, 1]","Muy malo Malísimo!! no sirve.. no lo compren, al segundo día ya empiesa a andar mal",negative
4881,3891,HORRIBL NO ES LO ESPER LA DE ES MAL CALID DE PED VENG EN COLOR NEGR ENVI EN BLANC PREGUNT DAND SENT COL NO ERA DEFECT,"[0, 1]","Horrible No es lo que esperaba, la dirección de batería es muy mala así como su calidad.  Aparte de esto, pedí que vengan en color negro y me los enviaron en blanco. Sin preguntarme antes y dando por sentado que el coló no era defecto.",negative
4882,18330,NO OFREC LLEG NO NO GUARD,"[0, 1]",no es lo q ofrecen la q me llego no es la de la foto no tiene para guardar la llave,negative
4883,19709,MAL FALT,"[0, 1]",Muy malo Faltó un porta hilos y una mariposa de ajuste,negative
4884,5604,EXCELENT VERD BUEN,"[1, 0]",Excelentes La verdad q muy buen producto de alta calidad !!,positive
4885,512,CUEST INSTAL NO ENCAJ BIENHAY TRABAJ INSTAL NO ES,"[0, 1]","cuesta mucho instalarlo. no encaja bien,hay que trabajar mucho para instalarlo.no es algo para aficionados .",negative
4886,6038,TIEMP FORM PERFECT BUSC ESPER,"[1, 0]",En tiempo y forma Perfecto lo que buscaba espero cubra mis espectativas,positive
4887,90,PANTALON A CAR LO ES PANTALON DE PANTALON CONFECCION CON ACHIQU BOLSILL DESCRIPCION,"[0, 1]","Pantalon talle grande pinzado a posteriori, cualca Demasiado caro para lo que es, un pantalón de talle grande que le cocieron dos pinzas para achicarlo y aparentar ser un pantalón que se confeccionó originalmente con estas pinzas. Esto hace que se achique el bolsillo y que apenas entre la mano.   Deberían aclararlo en la descripción del producto.",negative
4888,1999,BUEN BUEN EJERCIT CHIC,"[1, 0]",MUY BUENO MUY BUENO PARA HACER EJERCITAR LA ATENCION DE LOS CHICOS,positive
4889,15537,NO GUST DESPEG DESPEG FEA CALID DE PEG,"[0, 1]",No me gustó se despegaron en 3 días Hola el producto malisimo se despegaron todas abajo muy fea la calidad de la goma y el pegado.,negative
4890,8802,MAL CALID NO,"[0, 1]",Muy malo La calidad no es lo que esperaba,negative
4891,6923,NO COMPR NO PREND APAG CUAND CARG,"[0, 1]",No comprar No sirbe para j6 se prende y se apaga cuando carga,negative
4892,17526,BARAT DE POBR CALID ES ENDEBL DE PULG PES NO RECOM,"[0, 1]","Producto barato y de pobre calidad El producto es muy endeble para una tablet de 10 pulg. Que pesa 300g, se deforma mucho, no lo recomiendo",negative
4893,10920,ACHIC PRIM LAV ACHIC DRASTIC TAMAÑ,"[0, 1]",Se achicó Al primer lavado se achicó drasticamente en su tamaño,negative
4894,178,DESCORT DESCORT SERVICI IMPROLIJ NO RESPET COMPRADOR,"[0, 1]","Descortes Muy descortes en el servicio. improlijos , no hay respeto hacia el comprador!!!",negative
4895,8747,NO,"[0, 1]","Malo Malisimo, no calienta nada, el peor gasto que hice.",negative
4896,18941,MAL MAL NO ESPECIFIC NO COMPLEMENT FIASC NO USAR,"[0, 1]",Muy malo Mala compra no especificaron que no tira complementos mo carga nda de aire un Fiasco. No lo pude usar,negative
4897,8414,MAL LEG MAL PID LE FOT DIJ ES UN PROBLEM ESTET PER FUNCION ULTIM FOT NO VEN,"[0, 1]","mal comerciante lego mal el producto, me pidió que le mande fotos, después dijo que es un problema estético pero que funcionaba bien y por ultimo que las fotos no se ven bien,",negative
4898,2538,EXELENT BUEN EXELENT SON BUEN PRECI,"[1, 0]","Exelente producto Muy bueno , exelente sonido y buen precio",positive
4899,15170,EXCELENT MAQUIN VERSATIL BUEN VIBR NORMAL ES ES NO FALT EN EL TERMIN PELUQU A NO ACUMUL MUGR ES CUESTION CUID NO,"[1, 0]","Excelente maquina, muy versatil Muy buena, vibra normal, es silenciosa y es algo que no debe faltar en el hogar, se terminan las peluquerías con esto... da mucha facilidad a la hora de bañarse, economiza shampoo, y no se acumula la mugre... depila la zona de allá abajo bastante bien, solo es cuestión de tener cuidado de no pellizcarse la piel.",positive
4900,15929,SOBRIN,"[1, 0]",Seee Excelente regalo para los sobrinos.,positive
4901,3624,NO BUEN BUEN FILTR NOT DIFERENT EN NO,"[0, 1]",Malo No me parecio tan bueno. Con un buen filtro se nota la diferencia en el gusto del agua y con este no.,negative
4902,10919,EXCELENT RECIB RAPIDISIM HABL RECOMEND,"[1, 0]","Excelente recibí rapidísimo, tal cual lo hablado! recomendado!!",positive
4903,19366,BIEN BUEN RECOMEND,"[1, 0]",Bien Muy buen producto recomendable,positive
4904,18283,FEA ME PRIMER VEZ PONG PAR HAC PREPARACION NO RECOM,"[0, 1]",Fea Se me salteo la pintura de la tapa la primera vez que la use y se traba cuando pongo el maiz para hacer la preparacion... no la recomiendo,negative
4905,2683,ES ESPER BUEN LLEG EN TIEMP FORM,"[1, 0]",Buenicimo Es lo que esperaba muy bueno  llego en tiempo y forma,positive
4906,7674,RECOMEND BUEN ARMAD ENCANT SIEND EXIGENT,"[1, 0]",Producto recomendable Buen producto. Fácil armado. Mi nene quedó muy encantado siendo él muy exigente con la bici.,positive
4907,1313,GENIAL FELIZ SABAN NO TEL FRI CUAND TE CUBRECAM,"[1, 0]",GENIALES Estoy feliz con estas sábanas. No sentís la tela fría cuando te acostás y con una frazada y un cubrecama ya está.,positive
4908,332,CUID EL OPER ELEV EL OPER EL COMPR OFREC RECARG NO PUED EL EL CARTUCH NO RECOM,"[0, 1]",CUIDADO CON EL COSTO OPERATIVO..!!!!! Es muy elevado el costo operativo; en el momento de la compra se ofrece potes de recarga que no pueden ser utilizado para el tipo de modelo; la impresora sale $10000 y el Kit de Cartuchos $11000. No lo recomiendo.,negative
4909,5136,,"[0, 1]",Malo muy fragil arco muy fino llaves malas,negative
4910,539,ENVI,"[0, 1]",Malo Solicité talle S y me enviaron talle M,negative
4911,10716,EN OPINION EXPERIENT MENTIR ME ESTAF MED NO REAL CALID DE MATERIAL DEPLOR TIR A,"[0, 1]","En mi opinión fue una experiencia muy desagradable Orrible todo mentira, me estafaron las medidas no son reales y la calidad de los materiales son deplorables.,PLATA TIRADA A LA BASURA.",negative
4912,835,BUEN HIJ FELIZ ESPER DUR,"[0, 1]",Satisfecha Muy bueno mi hija feliz!!! Esperemos dure,negative
4913,10211,DEBIL CAE LAD GANCH LA TIEN CAE Y HAY EQUILIBR NO MANTIEN LA DE,"[0, 1]",Muy débil.... se cae para todos lados El gancho que agarra la tablet tiene muy poca fuerza por lo que se cae fácilmente.... y el cable hay que equilibrar lo muy bien porque sino no mantiene la tablet de 7 pulgadas....,negative
4914,2936,ADAPT AL SOMMI NO MUEV EXCELENT BUEN CALID QUED PERFECT,"[1, 0]",Se adaptó bien al sommier. No se mueve. Excelente. Buena calidad. Quedaron perfectas.,positive
4915,7056,BUEN COMPR TOD ACUERD A NECESIT,"[1, 0]",Buena compra Todo bien de acuerdo a lo que necesitaba.,positive
4916,10277,LA NO CERR NO CIERR NO ACLAR,"[0, 1]","TRAE la cremallera , pero no el coso para cerrar. No tiene cierre atrás. Y no esta aclarado.",negative
4917,19960,DECEPCION SU SU LUMIN MAL PUED DE NO ILUMIN NI A DE DE DE VIEJ A DE DE EMERGENT TANT EN ETAP DE EN CAS DE FUNCION DE EMERGENT RESULT ES DE SU NO INSTAL EN NINGUN APLIQU DE LUMINARI NORMAL EXISTENT PUED USAR EN UN,"[0, 1]","Decepción por su gran tamaño y su poca luminosidad Muy mala calidad. Puede ser que el consumo sea de 15W pero no ilumina ni cerca a una lámpara de 15W LED.  Parece una lámpara de 15W de las viejas incandecentes!!!!  Gran parte vinieron desarmadas. Tuve que volver a ensamblarlas. Cumple con el concepto de luz de emergencia pero tanto en la etapa de carga como en el caso de funcionar como luz de emergencia, el resultado es de muy muy muy bajo lumenes.   Aparte, su gran tamaño no permite ser instaladas en prácticamente ningún aplique de luminaria normal existente. Solo se pueden usar en un porta lámpara raso.",negative
4918,5456,IGUAL EN LIND BUEN CALID VOLV A,"[1, 0]","Igual que en la publicación, muy lindas Muy buena calidad. Las volvería a comprar!",positive
4919,14484,DESILUSION LIND DISEÑ BATERI NO SI SE MANTIEN SINCRONIZ CELUL PRESION ARTERIAL,"[0, 1]",Me desilusionó Lindo diseño por eso le doy 2 estrellas... La bateria no dura mucho si se mantiene sincronizado con un celular... La presión arterial miente,negative
4920,8955,EXCELENT EL LLEG BIEN ES EXELENT ESTAD FUCION MUCH GRACI A VENDEDOR LEEG A TIEMP ESTAM FELIZ EL GRACI A MERC LIBR SALUD DE EL,"[1, 0]",Excelente el producto llego bien es exelente estado fucionando muchas gracias a vendedor leego a tiempo estamos muy feliz por el producto gracias a mercado libre desde ya lo saludo de el calafate santa cruz argentina,positive
4921,19897,EXCELENT EXCELENT,"[1, 0]",Excelente Todo estuvo perfecto. Excelente atencion y producto,positive
4922,19718,TRUCH BOMB ES TRUCH DE TE MAND A PAGIN DE NO QUED QUE QUE ESPER ENVI TENI QUE PON EN MARCH SI O SI DEVOLV VER QUE NO QUE NO QUE PRESION TIR,"[0, 1]",Trucha La bomba es trucha! Por donde se la mire. Hasta el código qr de seguridad te manda a una pagina de pinterest. No me quedo otra que usarla ya que estuve una semana esperando el envío y tenia que poner en marcha el auto si o si. Sino la devolvía. Veremos cuanto dura y que no dañe nada la sonda lambda ya que no se que presión tirará.,negative
4923,15167,REALIC CAMBI SUGIER ANCHA MINIM NUMER BLAND AL DARL CALOR MAN CED LIVIAN LIND BUEN TERMIN TUV CAMBI PREFER IR,"[1, 0]","realice un cambio personalmente!!! sugiero que si necesitas horma ancha mínimo pidas 1 número más y pidas las de cuero más blando xq al darle calor con las manos ceden. son muy livianas y muy lindas, buena terminación, yo tuve que cambiarlas y preferí ir personalmente, el trato excelente.",positive
4924,14750,MAL FALL DEVOLV DINER DE MAL,"[0, 1]","Muy malo Vino fallado, me devolvieron el dinero, ni hubo intención de cambiarlo. CHINO, GENERICO Y MUY MALO. IMPRESENTABLE",negative
4925,9679,BUEN BUEN CALID RECOMEND,"[0, 1]",Muy bueno Muy buena calidad recomendable,negative
4926,17342,EXELENT EXELENT BUEN PRECI,"[0, 1]",Exelente Exelente producto ha muy buen precio,negative
4927,3359,BUEN BUEN NO TIP EN,"[0, 1]","Bueno Buenas.. no es para cualquier tipo de uñas, pero en unas anchas van bien.",negative
4928,13809,BUEN BUEN DURACION BATERI SON CLAR NO SON BUEN BAJ AUNQU EQUALIZ RECOMEND,"[1, 0]","Muy bueno Muy buena duracion de bateria.  Sonido muy claro.  No son muy buenos los bajos, aunque con equalizador se corrige bastante.  Recomendados",positive
4929,8500,PARECI INCOMOD LLEG TOD BUEN ATENCION PARECI INCOMOD,"[0, 1]","Me parecio incomodo Me llego todo bien, buena atencion pero me parecio SUPER INCOMODO.   Ni pude usarlo.",negative
4930,9041,FRACAS ROTUND PROFESIONAL NO PORTER NO PAREC NUEV EN DEC SI VIN DE COMPONENT SOSTIEN ROT POR TENG DUD SI REALMENT MISM LLEG A TARD PED TARD TIEMP DECEPCION TOTAL,"[0, 1]","Fracaso rotundo, poco profesional y no cumple Pésima compra el portero no parece nuevo y en la publicación decía que si. Además vino con uno de los componentes que sostiene el audifono roto. Por lo que tengo dudas sobre si realmente el mismo puede llegar a funcionar. Además el vendedor despachó tarde el pedido, tardó mucho más tiempo del esperado. Una decepción total.",negative
4931,14215,EXCELENT DE REALIZ MANICUR ES PRACTIC EFECT DEJ DAÑ NI CAUS DOLOR OPTIMIZ FACILIT TRABAJ DE ESMALT DE,"[1, 0]","Excelente Este kit de fresas para realizar manicuría rusa es súper práctico y efectivo. Deja cutículas impecables sin dañar ni causar dolor, optimizando y facilitando trabajos de  esmaltado semipermanente y escultura de uñas con cualquier producto",positive
4932,18964,DEJ VIO NO DA DEVOLV LIND PER NO NO TIEN RULEMAN TRA EN CAS PAS DE MANTIEN NO TENG JUEG DE MANUBRI NO TIEN TIRAFOND TORNILL TRANSVERSAL A MAL TRA,"[0, 1]","La dejo porque ya la vio mi nena y no da devolver Estéticamente es linda. Pero funciónalmente no.  La horquilla no tiene rulemanes y trae ( en mi caso solo uno) unos tapónes huecos donde pasa el caño de la rueda delantera y eso mantiene que no tenga juego. Aparte de que el manubrio, no tiene tirafondo sino un tornillo transversal a la horquilla. Lo demas bastante bien. Menos mal mo trae pedales y cadena!!",negative
4933,5587,ENCEND PER BUEN PRECI ACORD SAC,"[0, 1]","Ponele... se traba el boton de encendido y se la ve bastante berreta, pero bueno... el precio tambien esta acorde.  Te saca del paso.",negative
4934,16431,MAL MAL ENVI VERD NO DIC GRAND TENG CALIFIC AL NO DUD EN,"[0, 1]","Muy malo Todo mal! Pedi el producto negro y me envian verde! No dicen que los talles deben solicitarse uno o dos mas grandes  y si tengo que calificarlos del 1 al 10, no dudo en ponerles un 1! Gracias",negative
4935,10904,EXCELENT EXCELENT BUEN MEJOR ORIGINAL,"[1, 0]","Excelente Excelente, muy bueno! Mejor q los originales",positive
4936,1228,NO NO CALIENT UN CEPILL COMUN,"[0, 1]","no sirve. no sirve,no calienta mucho.un cepillo comun",negative
4937,12467,FUNCION DE NO FUNCION DECEPCION,"[0, 1]",Solo funcionó una vez Use el medidor de ph solo una vez y no funciono más.muy decepcionado,negative
4938,5095,NO RECOMEND OFERT ME COMPR NO ME NO RESPOND MENSAJ ES BAJ CALID ES IMPRESION,"[0, 1]",No recomendable Antes de ofertar pregunte sui me hacian factura. Paso 1 mes de la compra y no me la mandaron y no responden los mensajes.  El cuadro es de muy baja calidad...es una impresion sobre tela toda borrosa,negative
4939,9130,MAL A NO PREND NINGUN TECNIC PUD FUNCION,"[0, 1]",Muy malo TERRIBLE!!!! A los 5 meses no prendió mas y ningún técnico pudo hacerla funcionar mas!!! DESCARTABLE!!!! una porquería!!!!,negative
4940,19327,MAL RECOM NO ES ESPER EL RESPALD TIEN RELLEN DE MUASTR NO ES DE BUEN CALID TEN HAC UN TIEN DE DENSID TE SENTAS SE UNDE MAL COLM SE DEMOR UN MEDI NO RECOM,"[0, 1]","Mala tela,mala la densidad,no lo recomiendo No es lo que esperaba, el respaldo tiene mucho menos relleno de lo que muastra la foto, la tela no es de buena calidad por que lo tenemos hace un mes y ya tiene pelotitas y la gomaespuma de muy poca densidad, te sentás y se unde mal, para colmo se demoran un mes y medio para entregarlo, no lo recomiendo",negative
4941,6124,NO ERA ESPER NO ME RUED NO REFORZ MUEV ANDAR NO VE REFORZ CRE PART MEDI,"[0, 1]","No era lo que esperaba No me gusto ,las ruedas no son reforzadas se mueven al andar y el plastico no se ve muy reforzado creo q si lo usa mucho se parten al medio",negative
4942,1217,CALID PRECI BUEN QUED CALID PRECI BUEN QUED,"[1, 0]",Calidad y precio muy bueno quede conforme gracias Calidad y precio muy bueno quede conforme gracias,positive
4943,8763,NO ALCANZ DECEPCION NO CONECT EL TELEFON A TV DE APLIC PAR ENTRAR EN PROBLEM DE SOFTWAR SON NORMAL CONECT ALGUN APARAT ADICIONAL PAR MEJOR EL SON MENU AMIG,"[0, 1]","No alcanzó mis espectativas Hasta ahora algo decepcionante. No se puede conectar el teléfono a la TV, debes salir de una aplicación para poder entrar en otra. Varios problemas de software. Sonido normal. Amerita conectarle algun aparato adicional para mejorar el sonido. Menu poco amigable.",negative
4944,5848,EXCELENT BUEN ATENCION AMABIL LLEG A TIEMP,"[1, 0]",Excelente Muy buena atención y amabilidad... llego a tiempo,positive
4945,12469,RECOMEND BUEN RECOMEND,"[1, 0]",Mmuy recomendable Muy bueno el producto muy recomendable,positive
4946,16298,MAL NO RECIB NO LLEG DDDDDDDFFFFF,"[0, 1]",Muy malo No la recibí. No llego.  Dddddddfffff,negative
4947,7676,BIEN BUEN BUEN CALID,"[1, 0]",Bien Buen producto. Buena calidad. Talles chicos...,positive
4948,4689,NO NO NO SAC PEL ROP,"[0, 1]",No es lo q esperaba No es lo q esperaba no me saca ni un pelo de la ropa,negative
4949,14491,RECOM EXCELENT VENDEDOR EXELENT ATENCION DE BUEN CALID,"[1, 0]",Lo recomiendo. Excelente vendedor y producto Exelente atención. Producto de  muy buena calidad. Lo recibi rapidísimo. Muy tesponsable,positive
4950,2274,LLEG PART ROT COTEJ ENCUENTR EN MED,"[0, 1]",Llego con una parte de la carcaza plastica rota Al cotejarla con otras cintas se encuentran diferencias en las medidas,negative
4951,262,ME COMPR DESASTR ME DE COMPR MERC LIBR VENDEDOR NO SOLUCION NO COMPR,"[0, 1]","Mierda Me parecio una compra desastrosa nunca me paso,y soy de comprar por mercado libre siempre estos vendedores no te solucionan nada por favor no compren estas bicis son una MIERDA!!!",negative
4952,12201,EXCELENT EXCELENT BUEN CALID,"[1, 0]",Excelente Excelente producto y muy buena calidad!,positive
4953,18692,RECOMEND EXCELENT EL TOD,"[1, 0]",Totalmente recomendable Excelente. El kit es todo lo que esperabq,positive
4954,19714,NO ES FIGURAN DEJ ENGAÑ PESIM DEJ ENGAÑ PAR MODEL MAND PARRILL NO ES MAND A DE OFERT INSTAL A DEL PARRILL DE MAND FIJARONASI NO DEJ ENGAÑ,"[0, 1]","No es lo que figura,no se deje engañar Pesimo servicio,no se deje engañar..  Pedi exacto para mi modelo fox y me Manda una parrilla q no Le va,encima su respuesta es q la modifique yo,q la mande a soldar.  Eso que pregunte antes de ofertar, instale Todo justo a la medidas del coche Todo bien y la parrilla 1cm de mas osea cualquier cosa me mandaron ni Se fijaron,asi q no se deje engañar Como me ami",negative
4955,10815,LENTEJUEL NO DAN COMOD LENTEJUEL NO REVERS MUCH QUED TRAB NO HAC Q QUED DE COLOR DE OTRO DE HAB SAB COMPR OTRO MODEL,"[0, 1]","Todas las lentejuelas no se dan vuelta Las zapatillas son comodas pero las lentejuelas no son todas reversibles. Muchas quedan trabadas asi no podes hacer q las zapas queden de un color y despues de otro. De haber sabido, compraba otro modelo.",negative
4956,14979,DESASTR DE COMPR PROVEEDOR NO ENVI DE COMPR EMAIL ESTOY A DE,"[0, 1]",DESASTRE FALTA FACTURA DE COMPRA eL PROVEEDOR NO ENVIO LA FACTURA DE COMPRA TODAVIA X EMAIL. ESTOY A LA ESPERA DE ESO,negative
4957,10984,OFREC DESCRIB,"[0, 1]",Tal cual lo ofrecido en  publicacion Tal cual se describe en la publicacion,negative
4958,2719,BUEN ANDO EN,"[1, 0]",Muy buen invento Nunca más ando en moto sin uno de estos...,positive
4959,14947,EXCELENT EXCELENT BUEN ATENCION RAP MUCH,"[1, 0]",Excelente!!! Excelente. Muy buena atención y rápida entrega. Muchas Gracias.,positive
4960,2801,DE MED ME ENVI CADEN NO COMPAT ROD 215/50/17 COM EN AVIS CUAL NO ME SIRV,"[0, 1]","Mala descripción de las medidas Me enviaron  cadenas que no son compatible para el rodado 215/50/17, como figura en el aviso las cuales no me sirvieron",negative
4961,5157,ERA BUSC REDUC AUDI SOBRESALIENT EXCELENT PRECI,"[1, 0]","Era lo que buscaba. Reducido tamaño,potencia de audio sobresaliente y un excelente precio.",positive
4962,4037,EXCELENT EXCELENT PRODUCTOBU VENDEDOR,"[1, 0]",Excelente excelente producto!buen vendedor,positive
4963,2309,BUEN EXCELENT CALID TOD ORIGINAL,"[1, 0]",Muy buenos Excelente calidad.. todo original,positive
4964,9994,VIN EN TERMINACION COSTUR VEN VOIL,"[0, 1]","Mala Buenas, el producto vino con fallas en la terminacion de la costura, tendria q haver venido con voile y alsa paños.",negative
4965,14164,BUEN BUEN AURICULAR RECOMEND,"[1, 0]",Muy bueno Muy buenos los auriculares! Recomendable,positive
4966,18700,EXCELENT BUEN BUEN CALID,"[1, 0]","Excelente muy buen producto ,de buena calidad",positive
4967,13599,NO ES BUEN NO PUED DESENRROSC FILTR NO ME CONTEST MENSAJ NO ES BUEN DE COMPR EN SITI DE NO TEN PROBLEM CRE NO COMPR EN MERC LIBR ES VEZ RECIB MAL DES,"[0, 1]","No es buen producto No puedo desenrroscar el filtro , no me contestan los mensajes. No es buen producto, arrepentida de haberlo adquirido . Compre en el sitio de la marca para no tener problemas. Creo q no compro mas en mercado libre es la segunda vez que recibo un producto malo y q los vendedores dejan mucho q desear",negative
4968,4606,FORMOL GUST NO GUST FORMOL,"[0, 1]",Tiene demasiado formol para mi gusto. No me gustó tiene demasiado formol.,negative
4969,12100,BUEN BUEN CALID RECOMEND,"[1, 0]",Bueno Muy buena calidad...recomendado,positive
4970,7498,FORC QUED,"[0, 1]",Maso Lo force un poco y se le salió el centro de la pieza y ahora quedo como desarmado...,negative
4971,406,EXCELENT EXCELENT CALID LIND RESISTENT,"[1, 0]",Excelente Excelente calidad  Muy lindo y resistente,positive
4972,9493,EXCELENT FUNCION PERFECT RAP,"[1, 0]",Excelente funciona perfecto facil de conectar muy bajo consumo lo envian rapido,positive
4973,10409,EXELENT ERA ESPER,"[1, 0]",Exelentes Todo bien era lo que esperaba originsles,positive
4974,12780,EXELENT EXELENT REEMPLAZ A A LA SI BIEN NO USE IMPRESION CODIDIAN COLEGI QUED PERFECT EL ENVOLTORI EL PACKAGING A BUEN BIEN BIEN INSTRUCT EN A SE TERMIN,"[1, 0]","exelente !!!!! exelente producto, reemplaza a los 654 de HP a la perfeccion, si bien no lo use para imprimir fotografias, las impresiones codidianas de colegio y etc quedan perfectas.  el envoltorio y el packaging tambien contribuyen a un buen aspecto del producto, estan bien sellados y biene con un instructivo en su interior.  completamente satisfecho, volvere a comprar cuando se terminen.",positive
4975,15334,EESPECTACUL VERD ES BUEN,"[1, 0]",Eespectacular La verdad que es un buena herramienta,positive
4976,14061,PROBLEM CON NO RECONOC NO PUD USAR,"[0, 1]","Problemas con el chip del toner La impresora no reconoció el chip del toner, no lo pudimos usar.",negative
